participant_id,age_group,gender,education,occupation,country_of_residence,nationality,race,native_tongue,languages_spoken,english_fluency,political_party,political_inclination,listening_habits,tech_savy,ai_experience,media_consumption,participant_date_of_entry,rating_id,audio_clip_id,speech_clarity,speech_persuasiveness,speech_pace_engagement,speaker_trustworthiness,speech_trustworthiness,speaker_competence,speech_speed_influence,pitch_sincerity_effect,loudness_attention_influence,realness_scale,realness_perception,influenced_by_tone,influenced_by_quality,influenced_by_content,confidence_level,policy_agreement,likelihood_to_vote,open_ended_response,group_no,share_likely_private,share_likely_public,report_misleading,downrank_agree,watermark_action,candidate_position_after,agreement_candidate_position,candidate_consistency,candidate_alignment,confidence_candidate_position,em_anger,em_fear,em_enthusiasm,em_pride,mip_topics,mip_topics_before,perceived_threat,identity_threat,salience_before,stance_before,salience_after,stance_after,rating_created_at,topic,speaker,group
1395,18-30,he/him/his,Bachelor's degree,Other,US,"[""United States of America""]","[""White""]","[""English""]",2,Proficient (C2),Democrats,1,"[""Music"", ""Symphonies"", ""Podcasts""]",Very comfortable,Advanced,Casual viewer,2025-11-13 03:04:43,16968,430,9,1,6,1,1,1,10,6,1,7,1,0,1,1,6,8,1,,1,1,1,0,9,3,10,1,2,1,10,4,1,1,1,Economy,"Economy, Climate",3,2,1,5,1,7,2025-11-13 03:09:04,Gender,Harris,1
1402,51-60,he/him/his,Associate degree,Healthcare & Medical,US,"[""United States of America""]","[""White""]","[""English""]",2,Advanced (C1),Republicans,8,"[""Music""]",Somewhat comfortable,Beginner,Casual viewer,2025-11-13 03:30:38,16971,410,10,6,2,1,1,1,9,1,1,10,1,0,0,1,9,1,1,none,1,1,1,0,5,7,9,1,10,1,10,10,9,1,1,Immigration,Immigration,10,10,9,9,10,10,2025-11-13 03:36:21,Immigration,Harris,1
1405,31-40,he/him/his,Associate degree,Government & Public Sector,US,"[""Puerto Rico"", ""Spain""]","[""Hispanic or Latino""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Podcasts"", ""Audiobooks"", ""Music""]",Very comfortable,Intermediate,Casual viewer,2025-11-13 03:42:17,16976,546,3,1,1,1,1,1,10,8,1,5,1,0,1,1,7,4,1,The choice in audio was not my favorite.,1,1,1,0,4,5,5,5,1,2,6,7,3,1,1,"Poverty / Homelessness, Elections / Democracy, Government / Poor leadership, Education, Economy","Government / Poor leadership, Poverty / Homelessness, Healthcare, Economy, Education",7,6,10,5,10,5,2025-11-13 03:48:31,Education,Trump,1
1406,31-40,he/him/his,Bachelor's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""Asian""]","[""English""]",1,Proficient (C2),Independent,6,"[""Podcasts""]",Comfortable,Intermediate,Social media scroller,2025-11-13 03:42:42,16989,538,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,Immigration,Immigration,1,1,1,1,1,1,2025-11-13 03:55:06,NationalSecurity,Trump,1
1407,60<,she/her/hers,Associate degree,Government & Public Sector,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,9,"[""Music""]",Somewhat comfortable,Beginner,News junkie,2025-11-13 03:55:12,16992,449,7,4,4,5,5,6,7,7,4,9,1,1,1,1,9,7,2,"No, it sounded authentic.",1,1,1,0,10,1,9,5,7,5,7,2,2,2,2,Unifying the country,Unifying the country,9,3,9,9,10,9,2025-11-13 04:02:33,Racism,Harris,1
1411,18-30,she/her/hers,Master's degree,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music"", ""White Noise"", ""Nature Sounds""]",Very comfortable,No Experience,Social media scroller,2025-11-13 04:12:35,16994,448,6,10,9,8,8,9,10,1,2,9,1,1,0,1,8,10,10,None,1,1,1,0,10,3,9,10,7,8,7,2,1,8,9,"Economy, Racism, Climate, Education, Gender, Government / Poor leadership, Healthcare, Poverty / Homelessness, Unifying the country","Economy, Climate, Racism, Education, Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness, Unifying the country",7,1,7,9,9,9,2025-11-13 04:18:12,Racism,Harris,1
1418,18-30,he/him/his,Bachelor's degree,Government & Public Sector,US,"[""Mexico""]","[""Hispanic or Latino""]","[""Spanish""]",2,Proficient (C2),Independent,4,"[""Music""]",Very comfortable,Beginner,Casual viewer,2025-11-13 04:35:32,16995,534,10,1,5,1,1,1,7,5,5,10,1,1,0,1,10,5,1,"Nothing stood out, Trump known to spread fake news to manipulate his supporters.",1,1,1,1,10,10,10,4,7,1,8,6,1,1,1,"Immigration, National Security, Economy, Climate, Healthcare, Poverty / Homelessness, Unifying the country","Economy, Immigration, National Security, Climate, Healthcare, Poverty / Homelessness, Unifying the country",5,5,9,7,9,6,2025-11-13 04:40:13,Immigration,Trump,1
1420,18-30,he/him/his,Associate degree,Hospitality & Food Services,US,"[""Mexico""]","[""Hispanic or Latino""]","[""Spanish""]",2,Proficient (C2),Independent,5,"[""Podcasts"", ""Music""]",Comfortable,Beginner,Casual viewer,2025-11-13 04:43:43,16996,529,5,5,5,2,1,2,5,5,4,9,1,0,1,1,10,2,1,"It was a real clip, nothing stood out as odd. ",1,1,1,1,8,5,10,2,1,1,10,5,5,2,2,"Economy, Healthcare","Economy, Education, Government / Poor leadership, Healthcare",3,2,4,5,4,5,2025-11-13 04:47:04,Gender,Trump,1
1421,41-50,she/her/hers,High school or equivalent,Healthcare & Medical,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Democrats,5,"[""Music""]",Comfortable,Beginner,Social media scroller,2025-11-13 04:47:27,16999,538,10,10,10,10,10,10,10,10,10,10,1,1,0,0,10,10,10,Absolutely everything stood out. There is so much at hand that needs to be addressed. ,1,10,10,0,8,10,10,10,10,10,10,1,1,10,10,"National Security, Immigration, Economy, Racism, Education, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country","Immigration, National Security, Economy, Racism, Education, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country",1,1,10,10,10,10,2025-11-13 05:01:58,NationalSecurity,Trump,1
1424,18-30,she/her/hers,High school or equivalent,Unemployed,US,"[""South Africa"", ""Poland"", ""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Podcasts""]",Very comfortable,No Experience,Social media scroller,2025-11-13 05:03:20,17001,412,8,5,7,5,5,6,10,6,8,10,1,1,1,1,10,5,8,,1,1,1,0,10,5,4,5,6,6,8,1,1,1,1,"Healthcare, Economy, Climate, Government / Poor leadership, Poverty / Homelessness","Healthcare, Poverty / Homelessness, Government / Poor leadership, Climate, Economy",7,1,8,5,8,4,2025-11-13 05:06:41,Economy,Harris,1
1425,18-30,she/her/hers,Associate degree,"Arts, Design & Media",US,"[""United States of America""]","[""White""]","[""English""]",2,Proficient (C2),Democrats,2,"[""Music""]",Very comfortable,Beginner,Casual viewer,2025-11-13 05:04:57,17004,525,10,1,1,2,1,2,10,1,1,8,1,1,0,0,8,1,1,,1,1,1,0,10,5,9,1,5,1,10,1,1,1,1,"Racism, Elections / Democracy, Education","Racism, Education, Elections / Democracy",5,1,1,1,1,1,2025-11-13 05:11:45,Economy,Trump,1
1427,18-30,she/her/hers,Master's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",1,Advanced (C1),Independent,1,"[""Nature Sounds"", ""Music""]",Comfortable,Intermediate,Series binge-watcher,2025-11-13 05:06:47,17003,522,8,1,1,1,1,1,3,8,8,7,1,1,1,1,3,1,1,The audio is not as clear as I would have thought but I understand the content and message.,1,1,1,0,8,7,10,1,5,1,5,6,8,1,1,Economy,Economy,2,5,7,1,7,1,2025-11-13 05:10:34,Economy,Trump,1
1428,41-50,he/him/his,Associate degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Independent,5,"[""Symphonies"", ""Podcasts"", ""Music""]",Comfortable,Intermediate,Casual viewer,2025-11-13 05:10:21,17005,420,10,8,10,10,10,10,10,1,10,10,1,1,1,1,10,1,10,"nothing in particular stood out.. ..besides, the wording of the some of your queries, mdm. dalia  :-)  what does ""open policy"" mean — and, in particular, when posed in relation to ""stricter policy""?",1,10,10,0,6,1,10,10,6,10,6,2,3,1,1,"National Security, Economy, Racism, Climate, Education, Gender, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country","Economy, Racism, Climate, Education, Gender, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country, National Security",10,10,10,10,10,10,2025-11-13 05:17:34,Racism,Harris,1
1429,31-40,he/him/his,Master's degree,Other,US,"[""United States of America""]","[""White""]","[""English""]",2,Proficient (C2),Republicans,9,"[""Music""]",Comfortable,Beginner,Bookworm,2025-11-13 05:16:33,17006,527,8,5,3,5,6,3,7,5,1,3,0,1,0,0,4,9,6,"I think the clip represents the politician's view, but the tone of voice did not match the politician.",1,1,1,0,9,4,2,9,6,9,4,1,1,7,4,"Immigration, Economy, Government / Poor leadership, Healthcare","Immigration, Economy, Government / Poor leadership, Healthcare",2,2,5,3,4,3,2025-11-13 05:20:20,Education,Trump,1
7,51-60,he/him/his,Bachelor's degree,Finance & Accounting,US,"[""Ireland"", ""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Audiobooks""]",Comfortable,Intermediate,Social media scroller,2025-10-17 15:26:08,28,591,7,2,4,1,1,2,1,3,4,1,0,0,0,1,10,2,2,,3,1,1,1,5,1,2,8,1,1,5,3,1,1,1,"Economy, Immigration","Economy, Immigration",2,8,1,1,1,2,2025-10-17 15:26:09,Climate,Trump,3
10,60<,she/her/hers,Bachelor's degree,Unemployed,US,"[""Croatia"", ""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Symphonies"", ""Music""]",Somewhat comfortable,Beginner,Other,2025-10-19 19:22:46,77,605,10,6,8,3,8,2,1,1,1,1,0,1,0,1,5,2,1,All the attention that gender is getting is to me a trend and will confuse young people and children.,3,1,1,1,8,1,1,1,1,1,5,7,10,1,1,"Elections / Democracy, Government / Poor leadership, Healthcare, Unifying the country, Education, Racism, Economy, National Security, Immigration, Climate, Crime & Public safety, Poverty / Homelessness","Immigration, National Security, Economy, Racism, Climate, Education, Gender, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country",3,6,4,4,3,4,2025-10-19 19:22:47,Gender,Trump,3
11,51-60,she/her/hers,High school or equivalent,Freelance & Self-employed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music""]",Somewhat comfortable,Beginner,News junkie,2025-10-19 19:32:12,84,517,10,2,6,3,10,2,6,3,2,3,0,1,0,1,7,2,1,i just couldnt believe it it was the most meaninful and coherant thing that woman has ever said she didnt even slur must have been ai for sure,3,1,1,1,5,7,1,10,2,5,7,1,1,1,1,"Immigration, National Security, Economy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country","Immigration, National Security, Economy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country",3,1,1,1,1,1,2025-10-19 19:32:13,Climate,Harris,3
16,41-50,he/him/his,High school or equivalent,Other,US,"[""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Music"", ""Audiobooks"", ""Nature Sounds""]",Very comfortable,Intermediate,Social media scroller,2025-10-20 11:55:36,145,491,10,10,10,10,10,10,10,1,1,10,1,1,1,1,10,10,10,The clip sounded authentic and familiar. I believe I'd heard her say these things before.,3,1,1,0,7,1,10,10,10,10,10,1,1,10,10,Healthcare,Economy,10,1,10,7,10,1,2025-10-20 11:55:37,Economy,Harris,3
922,41-50,she/her/hers,Master's degree,Education & Training,US,"[""Norway"", ""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,7,"[""Audiobooks""]",Very comfortable,Intermediate,Podcast listener,2025-11-10 15:06:24,1871,507,10,7,8,7,1,3,9,7,9,8,1,1,1,1,7,7,1,"I do not believe the clip is fake because it sounds very authentic, and it sounds like exactly the kind of thing Kamala Harris would say. It is incredibly misleading however, and I believe it is generally full of lies and half-truths. Maybe Harris intended to pull back on open borders (at least for a time), but I believe she absolutely supported increasing migration into the country by almost any means necessary, and she supported making it incredibly easy to claim asylum for almost no reason at all.",3,1,1,1,9,5,1,3,1,7,9,8,2,1,1,Government / Poor leadership,Government / Poor leadership,6,7,5,8,6,7,2025-11-10 15:21:29,Immigration,Harris,3
924,51-60,she/her/hers,Bachelor's degree,Science & Research,US,"[""Finland"", ""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,6,"[""Music"", ""Nature Sounds"", ""White Noise""]",Very comfortable,Intermediate,Series binge-watcher,2025-11-10 15:10:51,1869,487,4,5,3,2,3,6,4,6,8,1,0,0,0,1,10,10,7,It seemed like a fake audio because this speaker is usually pro-climate. ,3,1,1,0,6,1,2,10,4,10,3,3,3,1,3,"Economy, Immigration, National Security, Crime & Public safety","Economy, Crime & Public safety, Immigration, National Security",5,2,5,4,5,4,2025-11-10 15:16:22,Climate,Harris,3
927,18-30,he/him/his,Master's degree,Science & Research,US,"[""Belgium""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Audiobooks"", ""Music"", ""Podcasts""]",Very comfortable,Advanced,Bookworm,2025-11-10 15:20:06,1872,508,8,6,9,9,9,8,10,9,6,6,1,1,0,0,6,10,10,The grainy audio texture makes it appear slightly synthetic ,3,1,1,0,10,2,2,10,8,9,8,1,1,9,10,Immigration,"Economy, Racism, Government / Poor leadership, Elections / Democracy, Healthcare",1,1,9,1,8,1,2025-11-10 15:23:21,Immigration,Harris,3
928,41-50,she/her/hers,Bachelor's degree,Education & Training,US,"[""Ireland""]","[""White""]","[""English""]",1,Advanced (C1),Democrats,4,"[""Nature Sounds""]",Comfortable,Beginner,Bookworm,2025-11-10 15:32:47,1877,615,7,3,5,6,5,7,3,2,1,8,1,1,0,0,6,6,7,Nothing,3,3,2,0,1,5,4,4,7,3,7,7,7,2,2,Economy,Economy,6,4,7,9,8,8,2025-11-10 15:44:12,NationalSecurity,Trump,3
930,41-50,she/her/hers,Master's degree,Finance & Accounting,US,"[""United States of America""]","[""White""]","[""English""]",3,Proficient (C2),Democrats,2,"[""Music"", ""Nature Sounds""]",Very comfortable,Intermediate,Casual viewer,2025-11-10 15:57:39,1878,590,8,7,2,1,1,1,8,10,6,1,0,0,0,1,10,10,1,"Trump thinks climate change is fake news, and so obviously that clip is not real. He would never say anything to support efforts to mitigate climate change, nor would he participate in the paris climate accord. The man is an abomination. A felon. A national disgrace who has made a mockery of our United States.",3,1,1,1,10,10,9,10,1,10,10,1,1,7,6,"Immigration, Climate, Elections / Democracy, Healthcare","Elections / Democracy, Healthcare, Immigration",10,1,10,10,10,10,2025-11-10 16:03:46,Climate,Trump,3
932,18-30,he/him/his,High school or equivalent,Freelance & Self-employed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Audiobooks"", ""Music""]",Very comfortable,Intermediate,Bookworm,2025-11-10 16:02:11,1881,513,10,1,10,1,1,1,5,5,1,8,1,0,0,1,7,7,1,,3,1,1,0,8,7,5,1,1,1,9,6,1,1,1,"Economy, National Security, Immigration, Government / Poor leadership, Unifying the country","Economy, Immigration, Government / Poor leadership, Unifying the country",1,10,10,10,10,10,2025-11-10 16:06:41,NationalSecurity,Harris,3
934,31-40,she/her/hers,Bachelor's degree,Engineering & Architecture,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Podcasts""]",Somewhat comfortable,Advanced,Bookworm,2025-11-10 16:18:33,1883,600,3,1,1,1,1,3,4,10,10,1,0,1,1,1,10,4,1,,3,1,1,0,10,1,1,1,1,3,5,4,1,1,1,Economy,Economy,10,5,10,10,10,10,2025-11-10 16:21:25,Education,Trump,3
935,41-50,she/her/hers,High school or equivalent,Sales & Marketing,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,3,"[""Music""]",Comfortable,Intermediate,Bookworm,2025-11-10 16:23:55,1884,512,10,8,9,10,10,10,9,9,10,7,1,0,0,1,8,8,10,I really enjoyed listening to Kamalas speech,3,7,8,0,1,7,4,8,9,9,10,1,1,7,8,"National Security, Economy, Racism, Climate, Government / Poor leadership, Crime & Public safety, Poverty / Homelessness","Economy, Racism, Climate, Government / Poor leadership, Crime & Public safety, Poverty / Homelessness",5,1,8,7,8,7,2025-11-10 16:28:22,NationalSecurity,Harris,3
936,51-60,he/him/his,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music""]",Very comfortable,Intermediate,Casual viewer,2025-11-10 16:24:39,1885,503,10,1,10,1,1,1,10,1,1,1,0,0,0,1,10,1,1,,3,1,1,0,1,1,10,1,1,1,10,10,1,1,1,"Poverty / Homelessness, Government / Poor leadership, Healthcare","Government / Poor leadership, Poverty / Homelessness, Healthcare",1,10,10,1,10,1,2025-11-10 16:29:15,Gender,Harris,3
941,31-40,he/him/his,Associate degree,Trades & Construction,US,"[""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Independent,3,"[""Music""]",Very comfortable,Advanced,News junkie,2025-11-10 17:07:14,1892,510,8,6,9,8,8,9,10,1,1,9,1,1,1,1,9,7,7,Nothing really stood out to me.,3,1,1,0,10,5,3,6,9,7,9,1,1,6,5,Government / Poor leadership,Government / Poor leadership,8,1,8,7,8,7,2025-11-10 17:10:21,NationalSecurity,Harris,3
947,31-40,he/him/his,Bachelor's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",3,Proficient (C2),Republicans,7,"[""Podcasts""]",Comfortable,Advanced,News junkie,2025-11-10 20:14:02,1893,509,3,1,5,2,1,2,7,4,6,2,0,1,1,0,10,1,1,Nothing stood out or seemed interesting.,3,1,1,1,10,6,7,1,2,1,10,9,3,2,1,Racism,Racism,9,10,1,9,2,4,2025-11-10 20:15:59,NationalSecurity,Harris,3
948,41-50,he/him/his,Master's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Music""]",Very comfortable,Intermediate,Podcast listener,2025-11-10 20:14:26,1905,591,8,5,5,6,8,7,1,1,1,1,0,0,0,1,10,8,8,,3,1,1,1,8,2,8,8,8,8,8,1,1,1,1,Elections / Democracy,Elections / Democracy,8,2,7,10,7,10,2025-11-10 20:24:11,Climate,Trump,3
949,31-40,he/him/his,High school or equivalent,Finance & Accounting,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,7,"[""Nature Sounds"", ""Podcasts""]",Comfortable,Intermediate,Social media scroller,2025-11-10 20:14:45,1903,620,9,9,9,8,9,8,9,2,9,8,1,1,0,0,8,9,6,,3,9,7,0,2,8,2,9,3,9,9,2,2,6,6,"Economy, Immigration, Climate, Racism, Crime & Public safety, Government / Poor leadership, Healthcare","Immigration, Economy, Racism, Climate, Government / Poor leadership, Healthcare, Crime & Public safety",7,2,8,8,9,9,2025-11-10 20:22:57,Racism,Trump,3
955,60<,she/her/hers,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Music"", ""Nature Sounds""]",Not comfortable at all,Beginner,News junkie,2025-11-10 20:16:34,1915,488,10,9,9,10,10,10,10,10,8,7,0,1,1,0,7,10,10,Nothing,3,6,7,0,10,1,10,10,10,10,10,1,1,10,10,"Immigration, National Security, Economy, Racism, Climate, Education, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country","Immigration, National Security, Economy, Racism, Climate, Education, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country",10,10,10,10,10,10,2025-11-10 20:34:14,Climate,Harris,3
959,41-50,he/him/his,High school or equivalent,Sales & Marketing,US,"[""United States of America""]","[""White""]","[""English""]",1,Advanced (C1),Independent,3,"[""Music""]",Very comfortable,Advanced,News junkie,2025-11-10 20:20:19,1906,594,10,5,2,3,1,5,8,6,2,1,0,1,0,0,10,8,1,It just seemed like ai Trump.,3,1,1,0,10,1,5,8,5,7,1,1,1,2,1,"Government / Poor leadership, Healthcare, Climate, Poverty / Homelessness, Crime & Public safety, Education, Economy, National Security, Immigration, Unifying the country",Government / Poor leadership,1,1,8,8,8,8,2025-11-10 20:26:40,Climate,Trump,3
961,60<,she/her/hers,Bachelor's degree,Business & Management,US,"[""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music""]",Somewhat comfortable,Intermediate,Podcast listener,2025-11-10 20:21:27,1909,622,10,4,9,8,8,8,9,1,1,2,0,1,0,1,8,6,3,"I thought it interesting the way ""Trump"" declared his strong support of not losing the fight against fossil fuels.  Doesn't sound like anything he would say.",3,1,1,0,10,1,8,6,3,4,4,1,1,4,2,"Economy, Government / Poor leadership, Crime & Public safety, Poverty / Homelessness, Unifying the country","Economy, Healthcare, Government / Poor leadership, Crime & Public safety, Poverty / Homelessness, Unifying the country",5,1,4,6,6,4,2025-11-10 20:28:56,Climate,Trump,3
